(.vsbenv) vojta@deb:~/projects/llm_judge2$  cd /home/vojta/projects/llm_judge2 ; /usr/bin/env /home/vojta/.venvs/.vsbenv/bin/python /home/vojta/.vscode/extensions/ms-python.debugpy-2025.18.0-linux-x64/bundled/libs/debugpy/adapter/../../debugpy/launcher 33533 -- /home/vojta/projects/llm_judge2/z_vkment/calculate_random_empiric_null_distributions.py 
[INFO] Loading data...
[INFO] Computing empirical distributions...
[INFO] Building vectors...
[INFO] Total vectors: 1380
[INFO] 1/1380 | ar_EG | coherence | 0a3da1ceeb83f664b813bb28f001d766
[INFO] 52/1380 | ar_EG | instruction_following | 169c53c4e9f905b5a1579bb2c89f80b4
[INFO] 53/1380 | ar_EG | instruction_following | 170d490a7ae53347e8fe3eabe4e28001
[INFO] 54/1380 | ar_EG | instruction_following | 177682e7e6b3b0b5e4ad47b2fcaa4451
[INFO] 55/1380 | ar_EG | instruction_following | 22645d3694ea307a2d88a0b1669a4550
[INFO] 56/1380 | ar_EG | instruction_following | 24223944994a18d516282ccef47ac54d
[INFO] 57/1380 | ar_EG | instruction_following | 25206396b6f90a56a632de9594cfa279
[INFO] 58/1380 | ar_EG | instruction_following | 34ff7b0c7d176187b5f56965bc072870
[INFO] 59/1380 | ar_EG | instruction_following | 362fcdcfe450161abe0dfc24f108c8a9
[INFO] 60/1380 | ar_EG | instruction_following | 38b0d67f9db7712c2c589f4ced8943f1
[INFO] 61/1380 | ar_EG | instruction_following | 44ea53138d50a0f07b1fb8d5fa927a6d
[INFO] 62/1380 | ar_EG | instruction_following | 453dbf627af720e73ca10e171bd55725
[INFO] 63/1380 | ar_EG | instruction_following | 619fdd90dcf02a109782351e726f434d
[INFO] 64/1380 | ar_EG | instruction_following | 63d411be4c5a409e108fbdce6e3f8689
[INFO] 65/1380 | ar_EG | instruction_following | 6caeb46fd20a0b0f5a9f74da715d8b77
[INFO] 66/1380 | ar_EG | instruction_following | 729ece24c8d479efaf9f43a78bcdf42f
[INFO] 67/1380 | ar_EG | instruction_following | 7a80c8edbaf9cffb15d2a71bb2427672
[INFO] 68/1380 | ar_EG | instruction_following | 7ce9fab7d8a5d11cac47de7ded5fb87c
[INFO] 69/1380 | ar_EG | instruction_following | 9071b005524e4661f6718fe829648c22
[INFO] 70/1380 | ar_EG | instruction_following | 941c034555e30f65555a5ce841836317
[INFO] 71/1380 | ar_EG | instruction_following | 95641032115fac92e1ea4efa811faae8
[INFO] 72/1380 | ar_EG | instruction_following | 9721721aee5763207020928a6be3d9b1
[INFO] 73/1380 | ar_EG | instruction_following | a87d8ce85c5e14f8054f86aaa36f49ad
[INFO] 74/1380 | ar_EG | instruction_following | a8de3aee209e73291020dfca4bc9547d
[INFO] 75/1380 | ar_EG | instruction_following | aec42313c4c01a4d1e2240d54ab41992
[INFO] 76/1380 | ar_EG | instruction_following | b15d69d9ac2994c645e9c261a9036af5
[INFO] 77/1380 | ar_EG | instruction_following | b400d942abc879906d5d2e7cbf1445b5
[INFO] 78/1380 | ar_EG | instruction_following | b9b10ffcbee1477b164fd32d4ef7fb40
[INFO] 79/1380 | ar_EG | instruction_following | c145f96bc4b6c5d0d18e06e89cb629bd
[INFO] 80/1380 | ar_EG | instruction_following | c78e58efb81dc261314dbe9683046b8a
[INFO] 81/1380 | ar_EG | instruction_following | cb75a2b7d6041b0ce85ec4218fe2f5e0
[INFO] 82/1380 | ar_EG | instruction_following | d48c3ed115b970b0947d892881d35aa9
[INFO] 83/1380 | ar_EG | instruction_following | df85068ad8d348d04f95ee17882f0da4
[INFO] 84/1380 | ar_EG | instruction_following | dff06d843446af8648fc9ff9afacb718
[INFO] 85/1380 | ar_EG | instruction_following | e164924261a2ff3dddb8d1e0b4e5fdb6
[INFO] 86/1380 | ar_EG | instruction_following | e4c27cfc2c87eba9a17d237c0988dcbd
[INFO] 87/1380 | ar_EG | instruction_following | e91353a8c4dde03994b2cbfb5521172e
[INFO] 88/1380 | ar_EG | instruction_following | f188e8e224ad837ca63d8472c69cf931
[INFO] 89/1380 | ar_EG | instruction_following | f41fcb5561abc3e4c98c32d80bd0ac2e
[INFO] 90/1380 | ar_EG | instruction_following | fb2c387e7e5272a43305940219116463
[INFO] 91/1380 | ar_EG | instruction_following | fd3d2779b04a00f64e86ebda4403eb34
[INFO] 92/1380 | ar_EG | instruction_following | fdefc09bc79c168c6ee59c351ac5db78
[INFO] 93/1380 | ar_EG | naturalness | 0a3da1ceeb83f664b813bb28f001d766
[INFO] 94/1380 | ar_EG | naturalness | 104373856e995a074579797ebe34fcb2
[INFO] 95/1380 | ar_EG | naturalness | 12f396cdef01341d9b307c7048b8d77a
[INFO] 96/1380 | ar_EG | naturalness | 13ae1b97872d056d111cbf8dfd1617c2
[INFO] 97/1380 | ar_EG | naturalness | 14e076d13751e87d8c09f7f13125e755
[INFO] 98/1380 | ar_EG | naturalness | 169c53c4e9f905b5a1579bb2c89f80b4
[INFO] 99/1380 | ar_EG | naturalness | 170d490a7ae53347e8fe3eabe4e28001
[INFO] 100/1380 | ar_EG | naturalness | 177682e7e6b3b0b5e4ad47b2fcaa4451
[INFO] 101/1380 | ar_EG | naturalness | 22645d3694ea307a2d88a0b1669a4550
[INFO] 102/1380 | ar_EG | naturalness | 24223944994a18d516282ccef47ac54d
[INFO] 103/1380 | ar_EG | naturalness | 25206396b6f90a56a632de9594cfa279
[INFO] 104/1380 | ar_EG | naturalness | 34ff7b0c7d176187b5f56965bc072870
[INFO] 105/1380 | ar_EG | naturalness | 362fcdcfe450161abe0dfc24f108c8a9
[INFO] 106/1380 | ar_EG | naturalness | 38b0d67f9db7712c2c589f4ced8943f1
[INFO] 107/1380 | ar_EG | naturalness | 44ea53138d50a0f07b1fb8d5fa927a6d
[INFO] 108/1380 | ar_EG | naturalness | 453dbf627af720e73ca10e171bd55725
[INFO] 109/1380 | ar_EG | naturalness | 619fdd90dcf02a109782351e726f434d
[INFO] 110/1380 | ar_EG | naturalness | 63d411be4c5a409e108fbdce6e3f8689
[INFO] 111/1380 | ar_EG | naturalness | 6caeb46fd20a0b0f5a9f74da715d8b77
[INFO] 112/1380 | ar_EG | naturalness | 729ece24c8d479efaf9f43a78bcdf42f
[INFO] 113/1380 | ar_EG | naturalness | 7a80c8edbaf9cffb15d2a71bb2427672
[INFO] 114/1380 | ar_EG | naturalness | 7ce9fab7d8a5d11cac47de7ded5fb87c
[INFO] 115/1380 | ar_EG | naturalness | 9071b005524e4661f6718fe829648c22
[INFO] 116/1380 | ar_EG | naturalness | 941c034555e30f65555a5ce841836317
[INFO] 117/1380 | ar_EG | naturalness | 95641032115fac92e1ea4efa811faae8
[INFO] 118/1380 | ar_EG | naturalness | 9721721aee5763207020928a6be3d9b1
[INFO] 119/1380 | ar_EG | naturalness | a87d8ce85c5e14f8054f86aaa36f49ad
[INFO] 120/1380 | ar_EG | naturalness | a8de3aee209e73291020dfca4bc9547d
[INFO] 121/1380 | ar_EG | naturalness | aec42313c4c01a4d1e2240d54ab41992
[INFO] 122/1380 | ar_EG | naturalness | b15d69d9ac2994c645e9c261a9036af5
[INFO] 123/1380 | ar_EG | naturalness | b400d942abc879906d5d2e7cbf1445b5
[INFO] 124/1380 | ar_EG | naturalness | b9b10ffcbee1477b164fd32d4ef7fb40
[INFO] 125/1380 | ar_EG | naturalness | c145f96bc4b6c5d0d18e06e89cb629bd
[INFO] 126/1380 | ar_EG | naturalness | c78e58efb81dc261314dbe9683046b8a
[INFO] 127/1380 | ar_EG | naturalness | cb75a2b7d6041b0ce85ec4218fe2f5e0
[INFO] 128/1380 | ar_EG | naturalness | d48c3ed115b970b0947d892881d35aa9
[INFO] 129/1380 | ar_EG | naturalness | df85068ad8d348d04f95ee17882f0da4
[INFO] 130/1380 | ar_EG | naturalness | dff06d843446af8648fc9ff9afacb718
[INFO] 131/1380 | ar_EG | naturalness | e164924261a2ff3dddb8d1e0b4e5fdb6
[INFO] 132/1380 | ar_EG | naturalness | e4c27cfc2c87eba9a17d237c0988dcbd
[INFO] 133/1380 | ar_EG | naturalness | e91353a8c4dde03994b2cbfb5521172e
[INFO] 134/1380 | ar_EG | naturalness | f188e8e224ad837ca63d8472c69cf931
[INFO] 135/1380 | ar_EG | naturalness | f41fcb5561abc3e4c98c32d80bd0ac2e
[INFO] 136/1380 | ar_EG | naturalness | fb2c387e7e5272a43305940219116463
[INFO] 137/1380 | ar_EG | naturalness | fd3d2779b04a00f64e86ebda4403eb34
[INFO] 138/1380 | ar_EG | naturalness | fdefc09bc79c168c6ee59c351ac5db78
[INFO] 139/1380 | bn_BD | coherence | 0a3da1ceeb83f664b813bb28f001d766
[INFO] 140/1380 | bn_BD | coherence | 104373856e995a074579797ebe34fcb2
[INFO] 141/1380 | bn_BD | coherence | 12f396cdef01341d9b307c7048b8d77a
[INFO] 142/1380 | bn_BD | coherence | 13ae1b97872d056d111cbf8dfd1617c2
[INFO] 143/1380 | bn_BD | coherence | 14e076d13751e87d8c09f7f13125e755
[INFO] 144/1380 | bn_BD | coherence | 169c53c4e9f905b5a1579bb2c89f80b4
[INFO] 145/1380 | bn_BD | coherence | 170d490a7ae53347e8fe3eabe4e28001
[INFO] 146/1380 | bn_BD | coherence | 177682e7e6b3b0b5e4ad47b2fcaa4451
[INFO] 147/1380 | bn_BD | coherence | 22645d3694ea307a2d88a0b1669a4550
[INFO] 148/1380 | bn_BD | coherence | 24223944994a18d516282ccef47ac54d
[INFO] 149/1380 | bn_BD | coherence | 25206396b6f90a56a632de9594cfa279
[INFO] 150/1380 | bn_BD | coherence | 34ff7b0c7d176187b5f56965bc072870
[INFO] 151/1380 | bn_BD | coherence | 362fcdcfe450161abe0dfc24f108c8a9
[INFO] 152/1380 | bn_BD | coherence | 38b0d67f9db7712c2c589f4ced8943f1
[INFO] 153/1380 | bn_BD | coherence | 44ea53138d50a0f07b1fb8d5fa927a6d
[INFO] 154/1380 | bn_BD | coherence | 453dbf627af720e73ca10e171bd55725
[INFO] 155/1380 | bn_BD | coherence | 619fdd90dcf02a109782351e726f434d
[INFO] 156/1380 | bn_BD | coherence | 63d411be4c5a409e108fbdce6e3f8689
[INFO] 157/1380 | bn_BD | coherence | 6caeb46fd20a0b0f5a9f74da715d8b77
[INFO] 158/1380 | bn_BD | coherence | 729ece24c8d479efaf9f43a78bcdf42f
[INFO] 159/1380 | bn_BD | coherence | 7a80c8edbaf9cffb15d2a71bb2427672
[INFO] 160/1380 | bn_BD | coherence | 7ce9fab7d8a5d11cac47de7ded5fb87c
[INFO] 161/1380 | bn_BD | coherence | 9071b005524e4661f6718fe829648c22
[INFO] 162/1380 | bn_BD | coherence | 941c034555e30f65555a5ce841836317
[INFO] 163/1380 | bn_BD | coherence | 95641032115fac92e1ea4efa811faae8
[INFO] 164/1380 | bn_BD | coherence | 9721721aee5763207020928a6be3d9b1
[INFO] 165/1380 | bn_BD | coherence | a87d8ce85c5e14f8054f86aaa36f49ad
[INFO] 166/1380 | bn_BD | coherence | a8de3aee209e73291020dfca4bc9547d
[INFO] 167/1380 | bn_BD | coherence | aec42313c4c01a4d1e2240d54ab41992
[INFO] 168/1380 | bn_BD | coherence | b15d69d9ac2994c645e9c261a9036af5
[INFO] 169/1380 | bn_BD | coherence | b400d942abc879906d5d2e7cbf1445b5
[INFO] 170/1380 | bn_BD | coherence | b9b10ffcbee1477b164fd32d4ef7fb40
[INFO] 171/1380 | bn_BD | coherence | c145f96bc4b6c5d0d18e06e89cb629bd
[INFO] 172/1380 | bn_BD | coherence | c78e58efb81dc261314dbe9683046b8a
[INFO] 173/1380 | bn_BD | coherence | cb75a2b7d6041b0ce85ec4218fe2f5e0
[INFO] 174/1380 | bn_BD | coherence | d48c3ed115b970b0947d892881d35aa9
[INFO] 175/1380 | bn_BD | coherence | df85068ad8d348d04f95ee17882f0da4
[INFO] 176/1380 | bn_BD | coherence | dff06d843446af8648fc9ff9afacb718
[INFO] 177/1380 | bn_BD | coherence | e164924261a2ff3dddb8d1e0b4e5fdb6
[INFO] 178/1380 | bn_BD | coherence | e4c27cfc2c87eba9a17d237c0988dcbd
[INFO] 179/1380 | bn_BD | coherence | e91353a8c4dde03994b2cbfb5521172e
[INFO] 180/1380 | bn_BD | coherence | f188e8e224ad837ca63d8472c69cf931
[INFO] 181/1380 | bn_BD | coherence | f41fcb5561abc3e4c98c32d80bd0ac2e
[INFO] 182/1380 | bn_BD | coherence | fb2c387e7e5272a43305940219116463
[INFO] 183/1380 | bn_BD | coherence | fd3d2779b04a00f64e86ebda4403eb34
[INFO] 184/1380 | bn_BD | coherence | fdefc09bc79c168c6ee59c351ac5db78
[INFO] 185/1380 | bn_BD | instruction_following | 0a3da1ceeb83f664b813bb28f001d766
[INFO] 186/1380 | bn_BD | instruction_following | 104373856e995a074579797ebe34fcb2
[INFO] 187/1380 | bn_BD | instruction_following | 12f396cdef01341d9b307c7048b8d77a
[INFO] 188/1380 | bn_BD | instruction_following | 13ae1b97872d056d111cbf8dfd1617c2
[INFO] 189/1380 | bn_BD | instruction_following | 14e076d13751e87d8c09f7f13125e755
[INFO] 190/1380 | bn_BD | instruction_following | 169c53c4e9f905b5a1579bb2c89f80b4
[INFO] 191/1380 | bn_BD | instruction_following | 170d490a7ae53347e8fe3eabe4e28001
[INFO] 192/1380 | bn_BD | instruction_following | 177682e7e6b3b0b5e4ad47b2fcaa4451
[INFO] 193/1380 | bn_BD | instruction_following | 22645d3694ea307a2d88a0b1669a4550
[INFO] 194/1380 | bn_BD | instruction_following | 24223944994a18d516282ccef47ac54d
[INFO] 195/1380 | bn_BD | instruction_following | 25206396b6f90a56a632de9594cfa279
[INFO] 196/1380 | bn_BD | instruction_following | 34ff7b0c7d176187b5f56965bc072870
[INFO] 197/1380 | bn_BD | instruction_following | 362fcdcfe450161abe0dfc24f108c8a9
[INFO] 198/1380 | bn_BD | instruction_following | 38b0d67f9db7712c2c589f4ced8943f1
[INFO] 199/1380 | bn_BD | instruction_following | 44ea53138d50a0f07b1fb8d5fa927a6d
[INFO] 200/1380 | bn_BD | instruction_following | 453dbf627af720e73ca10e171bd55725
[INFO] 201/1380 | bn_BD | instruction_following | 619fdd90dcf02a109782351e726f434d
[INFO] 202/1380 | bn_BD | instruction_following | 63d411be4c5a409e108fbdce6e3f8689
[INFO] 203/1380 | bn_BD | instruction_following | 6caeb46fd20a0b0f5a9f74da715d8b77
[INFO] 204/1380 | bn_BD | instruction_following | 729ece24c8d479efaf9f43a78bcdf42f
[INFO] 205/1380 | bn_BD | instruction_following | 7a80c8edbaf9cffb15d2a71bb2427672
[INFO] 206/1380 | bn_BD | instruction_following | 7ce9fab7d8a5d11cac47de7ded5fb87c
[INFO] 207/1380 | bn_BD | instruction_following | 9071b005524e4661f6718fe829648c22
[INFO] 208/1380 | bn_BD | instruction_following | 941c034555e30f65555a5ce841836317
[INFO] 209/1380 | bn_BD | instruction_following | 95641032115fac92e1ea4efa811faae8
[INFO] 210/1380 | bn_BD | instruction_following | 9721721aee5763207020928a6be3d9b1
[INFO] 211/1380 | bn_BD | instruction_following | a87d8ce85c5e14f8054f86aaa36f49ad
[INFO] 212/1380 | bn_BD | instruction_following | a8de3aee209e73291020dfca4bc9547d
[INFO] 213/1380 | bn_BD | instruction_following | aec42313c4c01a4d1e2240d54ab41992
[INFO] 214/1380 | bn_BD | instruction_following | b15d69d9ac2994c645e9c261a9036af5
[INFO] 215/1380 | bn_BD | instruction_following | b400d942abc879906d5d2e7cbf1445b5
[INFO] 216/1380 | bn_BD | instruction_following | b9b10ffcbee1477b164fd32d4ef7fb40
[INFO] 217/1380 | bn_BD | instruction_following | c145f96bc4b6c5d0d18e06e89cb629bd
[INFO] 218/1380 | bn_BD | instruction_following | c78e58efb81dc261314dbe9683046b8a
[INFO] 219/1380 | bn_BD | instruction_following | cb75a2b7d6041b0ce85ec4218fe2f5e0
[INFO] 220/1380 | bn_BD | instruction_following | d48c3ed115b970b0947d892881d35aa9
[INFO] 221/1380 | bn_BD | instruction_following | df85068ad8d348d04f95ee17882f0da4
[INFO] 222/1380 | bn_BD | instruction_following | dff06d843446af8648fc9ff9afacb718
[INFO] 223/1380 | bn_BD | instruction_following | e164924261a2ff3dddb8d1e0b4e5fdb6
[INFO] 224/1380 | bn_BD | instruction_following | e4c27cfc2c87eba9a17d237c0988dcbd
[INFO] 225/1380 | bn_BD | instruction_following | e91353a8c4dde03994b2cbfb5521172e
[INFO] 226/1380 | bn_BD | instruction_following | f188e8e224ad837ca63d8472c69cf931
[INFO] 227/1380 | bn_BD | instruction_following | f41fcb5561abc3e4c98c32d80bd0ac2e
[INFO] 228/1380 | bn_BD | instruction_following | fb2c387e7e5272a43305940219116463
[INFO] 229/1380 | bn_BD | instruction_following | fd3d2779b04a00f64e86ebda4403eb34
[INFO] 230/1380 | bn_BD | instruction_following | fdefc09bc79c168c6ee59c351ac5db78
[INFO] 231/1380 | bn_BD | naturalness | 0a3da1ceeb83f664b813bb28f001d766
[INFO] 232/1380 | bn_BD | naturalness | 104373856e995a074579797ebe34fcb2
[INFO] 233/1380 | bn_BD | naturalness | 12f396cdef01341d9b307c7048b8d77a
[INFO] 234/1380 | bn_BD | naturalness | 13ae1b97872d056d111cbf8dfd1617c2
[INFO] 235/1380 | bn_BD | naturalness | 14e076d13751e87d8c09f7f13125e755
[INFO] 236/1380 | bn_BD | naturalness | 169c53c4e9f905b5a1579bb2c89f80b4
[INFO] 237/1380 | bn_BD | naturalness | 170d490a7ae53347e8fe3eabe4e28001
[INFO] 238/1380 | bn_BD | naturalness | 177682e7e6b3b0b5e4ad47b2fcaa4451
[INFO] 239/1380 | bn_BD | naturalness | 22645d3694ea307a2d88a0b1669a4550
[INFO] 240/1380 | bn_BD | naturalness | 24223944994a18d516282ccef47ac54d
[INFO] 241/1380 | bn_BD | naturalness | 25206396b6f90a56a632de9594cfa279
[INFO] 242/1380 | bn_BD | naturalness | 34ff7b0c7d176187b5f56965bc072870
[INFO] 243/1380 | bn_BD | naturalness | 362fcdcfe450161abe0dfc24f108c8a9
[INFO] 244/1380 | bn_BD | naturalness | 38b0d67f9db7712c2c589f4ced8943f1
[INFO] 245/1380 | bn_BD | naturalness | 44ea53138d50a0f07b1fb8d5fa927a6d
[INFO] 246/1380 | bn_BD | naturalness | 453dbf627af720e73ca10e171bd55725
[INFO] 247/1380 | bn_BD | naturalness | 619fdd90dcf02a109782351e726f434d
[INFO] 248/1380 | bn_BD | naturalness | 63d411be4c5a409e108fbdce6e3f8689
[INFO] 249/1380 | bn_BD | naturalness | 6caeb46fd20a0b0f5a9f74da715d8b77
[INFO] 250/1380 | bn_BD | naturalness | 729ece24c8d479efaf9f43a78bcdf42f
[INFO] 251/1380 | bn_BD | naturalness | 7a80c8edbaf9cffb15d2a71bb2427672
[INFO] 252/1380 | bn_BD | naturalness | 7ce9fab7d8a5d11cac47de7ded5fb87c
[INFO] 253/1380 | bn_BD | naturalness | 9071b005524e4661f6718fe829648c22
[INFO] 254/1380 | bn_BD | naturalness | 941c034555e30f65555a5ce841836317
[INFO] 255/1380 | bn_BD | naturalness | 95641032115fac92e1ea4efa811faae8
[INFO] 256/1380 | bn_BD | naturalness | 9721721aee5763207020928a6be3d9b1
[INFO] 257/1380 | bn_BD | naturalness | a87d8ce85c5e14f8054f86aaa36f49ad
[INFO] 258/1380 | bn_BD | naturalness | a8de3aee209e73291020dfca4bc9547d
[INFO] 259/1380 | bn_BD | naturalness | aec42313c4c01a4d1e2240d54ab41992
[INFO] 260/1380 | bn_BD | naturalness | b15d69d9ac2994c645e9c261a9036af5
[INFO] 261/1380 | bn_BD | naturalness | b400d942abc879906d5d2e7cbf1445b5
[INFO] 262/1380 | bn_BD | naturalness | b9b10ffcbee1477b164fd32d4ef7fb40
[INFO] 263/1380 | bn_BD | naturalness | c145f96bc4b6c5d0d18e06e89cb629bd
[INFO] 264/1380 | bn_BD | naturalness | c78e58efb81dc261314dbe9683046b8a
[INFO] 265/1380 | bn_BD | naturalness | cb75a2b7d6041b0ce85ec4218fe2f5e0
[INFO] 266/1380 | bn_BD | naturalness | d48c3ed115b970b0947d892881d35aa9
[INFO] 267/1380 | bn_BD | naturalness | df85068ad8d348d04f95ee17882f0da4
[INFO] 268/1380 | bn_BD | naturalness | dff06d843446af8648fc9ff9afacb718
[INFO] 269/1380 | bn_BD | naturalness | e164924261a2ff3dddb8d1e0b4e5fdb6
[INFO] 270/1380 | bn_BD | naturalness | e4c27cfc2c87eba9a17d237c0988dcbd
[INFO] 271/1380 | bn_BD | naturalness | e91353a8c4dde03994b2cbfb5521172e
[INFO] 272/1380 | bn_BD | naturalness | f188e8e224ad837ca63d8472c69cf931
[INFO] 273/1380 | bn_BD | naturalness | f41fcb5561abc3e4c98c32d80bd0ac2e
[INFO] 274/1380 | bn_BD | naturalness | fb2c387e7e5272a43305940219116463
[INFO] 275/1380 | bn_BD | naturalness | fd3d2779b04a00f64e86ebda4403eb34
[INFO] 276/1380 | bn_BD | naturalness | fdefc09bc79c168c6ee59c351ac5db78
[INFO] 277/1380 | cs_CZ | coherence | 0a3da1ceeb83f664b813bb28f001d766
[INFO] 278/1380 | cs_CZ | coherence | 104373856e995a074579797ebe34fcb2
[INFO] 279/1380 | cs_CZ | coherence | 12f396cdef01341d9b307c7048b8d77a
[INFO] 280/1380 | cs_CZ | coherence | 13ae1b97872d056d111cbf8dfd1617c2
[INFO] 281/1380 | cs_CZ | coherence | 14e076d13751e87d8c09f7f13125e755
[INFO] 282/1380 | cs_CZ | coherence | 169c53c4e9f905b5a1579bb2c89f80b4
[INFO] 283/1380 | cs_CZ | coherence | 170d490a7ae53347e8fe3eabe4e28001
[INFO] 284/1380 | cs_CZ | coherence | 177682e7e6b3b0b5e4ad47b2fcaa4451
[INFO] 285/1380 | cs_CZ | coherence | 22645d3694ea307a2d88a0b1669a4550
[INFO] 286/1380 | cs_CZ | coherence | 24223944994a18d516282ccef47ac54d
[INFO] 287/1380 | cs_CZ | coherence | 25206396b6f90a56a632de9594cfa279
[INFO] 288/1380 | cs_CZ | coherence | 34ff7b0c7d176187b5f56965bc072870
[INFO] 289/1380 | cs_CZ | coherence | 362fcdcfe450161abe0dfc24f108c8a9
[INFO] 290/1380 | cs_CZ | coherence | 38b0d67f9db7712c2c589f4ced8943f1
[INFO] 291/1380 | cs_CZ | coherence | 44ea53138d50a0f07b1fb8d5fa927a6d
[INFO] 292/1380 | cs_CZ | coherence | 453dbf627af720e73ca10e171bd55725
[INFO] 293/1380 | cs_CZ | coherence | 619fdd90dcf02a109782351e726f434d
[INFO] 294/1380 | cs_CZ | coherence | 63d411be4c5a409e108fbdce6e3f8689
[INFO] 295/1380 | cs_CZ | coherence | 6caeb46fd20a0b0f5a9f74da715d8b77
