criterion,locale,instance_key,original_instance_id,acc_eq_prompt,judge_mean,judge_std,judge_min,judge_max,n_judges
coherence,ar_EG,619fdd90dcf02a109782351e726f434d_with_ar_EG,619fdd90dcf02a109782351e726f434d,0.5397435897435897,0.5397435897435897,0.14118192583449263,0.325,0.725,13
coherence,ar_EG,63d411be4c5a409e108fbdce6e3f8689_with_ar_EG,63d411be4c5a409e108fbdce6e3f8689,0.6429487179487179,0.6429487179487179,0.13877131775867316,0.35,0.7916666666666666,13
coherence,ar_EG,6caeb46fd20a0b0f5a9f74da715d8b77_with_ar_EG,6caeb46fd20a0b0f5a9f74da715d8b77,0.3955128205128205,0.3955128205128205,0.05617179590569145,0.25833333333333336,0.4666666666666667,13
coherence,ar_EG,729ece24c8d479efaf9f43a78bcdf42f_with_ar_EG,729ece24c8d479efaf9f43a78bcdf42f,0.4929487179487179,0.4929487179487179,0.10171254394341733,0.35,0.6583333333333333,13
coherence,ar_EG,7a80c8edbaf9cffb15d2a71bb2427672_with_ar_EG,7a80c8edbaf9cffb15d2a71bb2427672,0.542948717948718,0.542948717948718,0.1201294707538069,0.3333333333333333,0.7833333333333333,13
coherence,ar_EG,7ce9fab7d8a5d11cac47de7ded5fb87c_with_ar_EG,7ce9fab7d8a5d11cac47de7ded5fb87c,0.4006410256410256,0.4006410256410256,0.05039904862756936,0.325,0.5,13
coherence,ar_EG,9071b005524e4661f6718fe829648c22_with_ar_EG,9071b005524e4661f6718fe829648c22,0.6089743589743589,0.6089743589743589,0.16412864543007796,0.3333333333333333,0.85,13
coherence,ar_EG,941c034555e30f65555a5ce841836317_with_ar_EG,941c034555e30f65555a5ce841836317,0.43910256410256415,0.43910256410256415,0.09702666535120019,0.2,0.5166666666666667,13
coherence,ar_EG,95641032115fac92e1ea4efa811faae8_with_ar_EG,95641032115fac92e1ea4efa811faae8,0.6096153846153846,0.6096153846153846,0.15444217701096438,0.4,0.8666666666666667,13
coherence,ar_EG,9721721aee5763207020928a6be3d9b1_with_ar_EG,9721721aee5763207020928a6be3d9b1,0.7647435897435897,0.7647435897435897,0.18184859157114813,0.45,1.0,13
coherence,ar_EG,a87d8ce85c5e14f8054f86aaa36f49ad_with_ar_EG,a87d8ce85c5e14f8054f86aaa36f49ad,0.38782051282051283,0.38782051282051283,0.12255079184238908,0.24166666666666667,0.575,13
coherence,ar_EG,a8de3aee209e73291020dfca4bc9547d_with_ar_EG,a8de3aee209e73291020dfca4bc9547d,0.45576923076923076,0.45576923076923076,0.09093041546061723,0.3333333333333333,0.65,13
coherence,ar_EG,aec42313c4c01a4d1e2240d54ab41992_with_ar_EG,aec42313c4c01a4d1e2240d54ab41992,0.7557692307692307,0.7557692307692307,0.18740382148636214,0.4,0.9916666666666667,13
coherence,ar_EG,b15d69d9ac2994c645e9c261a9036af5_with_ar_EG,b15d69d9ac2994c645e9c261a9036af5,0.7948717948717949,0.7948717948717949,0.12344113445368878,0.5916666666666667,1.0,13
coherence,ar_EG,b400d942abc879906d5d2e7cbf1445b5_with_ar_EG,b400d942abc879906d5d2e7cbf1445b5,0.40384615384615385,0.40384615384615385,0.13059760188546196,0.19166666666666668,0.6083333333333333,13
coherence,ar_EG,b9b10ffcbee1477b164fd32d4ef7fb40_with_ar_EG,b9b10ffcbee1477b164fd32d4ef7fb40,0.5012820512820513,0.5012820512820513,0.08387643536927644,0.35833333333333334,0.6333333333333333,13
coherence,ar_EG,c145f96bc4b6c5d0d18e06e89cb629bd_with_ar_EG,c145f96bc4b6c5d0d18e06e89cb629bd,0.5878205128205128,0.5878205128205128,0.1088989180799073,0.38333333333333336,0.7416666666666667,13
coherence,ar_EG,c78e58efb81dc261314dbe9683046b8a_with_ar_EG,c78e58efb81dc261314dbe9683046b8a,0.6897435897435897,0.6897435897435897,0.0872120822675809,0.5083333333333333,0.7833333333333333,13
coherence,ar_EG,cb75a2b7d6041b0ce85ec4218fe2f5e0_with_ar_EG,cb75a2b7d6041b0ce85ec4218fe2f5e0,0.4166666666666667,0.4166666666666667,0.08779711460710615,0.20833333333333334,0.5333333333333333,13
coherence,ar_EG,d48c3ed115b970b0947d892881d35aa9_with_ar_EG,d48c3ed115b970b0947d892881d35aa9,0.717948717948718,0.717948717948718,0.1597468394258638,0.43333333333333335,0.8833333333333333,13
coherence,ar_EG,df85068ad8d348d04f95ee17882f0da4_with_ar_EG,df85068ad8d348d04f95ee17882f0da4,0.6801282051282052,0.6801282051282052,0.14172949838424853,0.48333333333333334,0.8833333333333333,13
coherence,ar_EG,dff06d843446af8648fc9ff9afacb718_with_ar_EG,dff06d843446af8648fc9ff9afacb718,0.6641025641025641,0.6641025641025641,0.1517027054017522,0.325,0.875,13
coherence,ar_EG,e164924261a2ff3dddb8d1e0b4e5fdb6_with_ar_EG,e164924261a2ff3dddb8d1e0b4e5fdb6,0.6403846153846153,0.6403846153846153,0.19301596777899963,0.31666666666666665,0.8583333333333333,13
coherence,ar_EG,e4c27cfc2c87eba9a17d237c0988dcbd_with_ar_EG,e4c27cfc2c87eba9a17d237c0988dcbd,0.7365384615384615,0.7365384615384615,0.10910719656319808,0.49166666666666664,0.875,13
coherence,ar_EG,e91353a8c4dde03994b2cbfb5521172e_with_ar_EG,e91353a8c4dde03994b2cbfb5521172e,0.4730769230769231,0.4730769230769231,0.10667284303699534,0.24166666666666667,0.55,13
coherence,ar_EG,f188e8e224ad837ca63d8472c69cf931_with_ar_EG,f188e8e224ad837ca63d8472c69cf931,0.5442307692307693,0.5442307692307693,0.13261021863140895,0.325,0.65,13
coherence,ar_EG,f41fcb5561abc3e4c98c32d80bd0ac2e_with_ar_EG,f41fcb5561abc3e4c98c32d80bd0ac2e,0.46923076923076923,0.46923076923076923,0.19019314669154894,0.25833333333333336,0.7333333333333333,13
coherence,ar_EG,fb2c387e7e5272a43305940219116463_with_ar_EG,fb2c387e7e5272a43305940219116463,0.2576923076923077,0.2576923076923077,0.02392637686678679,0.225,0.3,13
coherence,ar_EG,fd3d2779b04a00f64e86ebda4403eb34_with_ar_EG,fd3d2779b04a00f64e86ebda4403eb34,0.49807692307692303,0.49807692307692303,0.15215100648674257,0.2916666666666667,0.8333333333333334,13
coherence,ar_EG,fdefc09bc79c168c6ee59c351ac5db78_with_ar_EG,fdefc09bc79c168c6ee59c351ac5db78,0.4878205128205128,0.4878205128205128,0.06333839385990253,0.4,0.5833333333333334,13
coherence,bn_BD,0a3da1ceeb83f664b813bb28f001d766_with_bn_BD,0a3da1ceeb83f664b813bb28f001d766,0.4467948717948718,0.4467948717948718,0.02976343097429837,0.39166666666666666,0.48333333333333334,13
coherence,bn_BD,104373856e995a074579797ebe34fcb2_with_bn_BD,104373856e995a074579797ebe34fcb2,0.4717948717948718,0.4717948717948718,0.0603364852555355,0.3416666666666667,0.5666666666666667,13
coherence,bn_BD,12f396cdef01341d9b307c7048b8d77a_with_bn_BD,12f396cdef01341d9b307c7048b8d77a,0.43141025641025643,0.43141025641025643,0.08037483412184414,0.2916666666666667,0.6083333333333333,13
coherence,bn_BD,13ae1b97872d056d111cbf8dfd1617c2_with_bn_BD,13ae1b97872d056d111cbf8dfd1617c2,0.49166666666666664,0.49166666666666664,0.14754942674688146,0.20833333333333334,0.7,13
coherence,bn_BD,14e076d13751e87d8c09f7f13125e755_with_bn_BD,14e076d13751e87d8c09f7f13125e755,0.3538461538461538,0.3538461538461538,0.05375004140990918,0.24166666666666667,0.425,13
coherence,bn_BD,169c53c4e9f905b5a1579bb2c89f80b4_with_bn_BD,169c53c4e9f905b5a1579bb2c89f80b4,0.47628205128205126,0.47628205128205126,0.16801007719742894,0.1,0.675,13
coherence,bn_BD,170d490a7ae53347e8fe3eabe4e28001_with_bn_BD,170d490a7ae53347e8fe3eabe4e28001,0.4929487179487179,0.4929487179487179,0.11158818520310776,0.225,0.6166666666666667,13
coherence,bn_BD,177682e7e6b3b0b5e4ad47b2fcaa4451_with_bn_BD,177682e7e6b3b0b5e4ad47b2fcaa4451,0.42371794871794866,0.42371794871794866,0.13972717107342555,0.21666666666666667,0.6333333333333333,13
coherence,bn_BD,22645d3694ea307a2d88a0b1669a4550_with_bn_BD,22645d3694ea307a2d88a0b1669a4550,0.39166666666666666,0.39166666666666666,0.06988747569671735,0.31666666666666665,0.6,13
coherence,bn_BD,24223944994a18d516282ccef47ac54d_with_bn_BD,24223944994a18d516282ccef47ac54d,0.39807692307692305,0.39807692307692305,0.06856277926728686,0.2833333333333333,0.5,13
coherence,bn_BD,25206396b6f90a56a632de9594cfa279_with_bn_BD,25206396b6f90a56a632de9594cfa279,0.4269230769230769,0.4269230769230769,0.06077754730498969,0.31666666666666665,0.55,13
coherence,bn_BD,34ff7b0c7d176187b5f56965bc072870_with_bn_BD,34ff7b0c7d176187b5f56965bc072870,0.4166666666666667,0.4166666666666667,0.06980462151738367,0.20833333333333334,0.5083333333333333,13
coherence,bn_BD,362fcdcfe450161abe0dfc24f108c8a9_with_bn_BD,362fcdcfe450161abe0dfc24f108c8a9,0.4,0.4,0.13471506281091267,0.21666666666666667,0.6583333333333333,13
coherence,bn_BD,38b0d67f9db7712c2c589f4ced8943f1_with_bn_BD,38b0d67f9db7712c2c589f4ced8943f1,0.38653846153846155,0.38653846153846155,0.07573241617959155,0.26666666666666666,0.475,13
coherence,bn_BD,44ea53138d50a0f07b1fb8d5fa927a6d_with_bn_BD,44ea53138d50a0f07b1fb8d5fa927a6d,0.4897435897435898,0.4897435897435898,0.16625483305958214,0.225,0.7666666666666667,13
coherence,bn_BD,453dbf627af720e73ca10e171bd55725_with_bn_BD,453dbf627af720e73ca10e171bd55725,0.441025641025641,0.441025641025641,0.04017633851706968,0.375,0.525,13
coherence,bn_BD,619fdd90dcf02a109782351e726f434d_with_bn_BD,619fdd90dcf02a109782351e726f434d,0.5538461538461539,0.5538461538461539,0.11474687241639629,0.38333333333333336,0.7583333333333333,13
coherence,bn_BD,63d411be4c5a409e108fbdce6e3f8689_with_bn_BD,63d411be4c5a409e108fbdce6e3f8689,0.5608974358974359,0.5608974358974359,0.17361837591637716,0.26666666666666666,0.775,13
coherence,bn_BD,6caeb46fd20a0b0f5a9f74da715d8b77_with_bn_BD,6caeb46fd20a0b0f5a9f74da715d8b77,0.4487179487179488,0.4487179487179488,0.13074068525377547,0.23333333333333334,0.6333333333333333,13
coherence,bn_BD,729ece24c8d479efaf9f43a78bcdf42f_with_bn_BD,729ece24c8d479efaf9f43a78bcdf42f,0.441025641025641,0.441025641025641,0.19255415118766236,0.16666666666666666,0.7083333333333334,13
coherence,bn_BD,7a80c8edbaf9cffb15d2a71bb2427672_with_bn_BD,7a80c8edbaf9cffb15d2a71bb2427672,0.5192307692307693,0.5192307692307693,0.12671895007335052,0.35,0.7083333333333334,13
coherence,bn_BD,7ce9fab7d8a5d11cac47de7ded5fb87c_with_bn_BD,7ce9fab7d8a5d11cac47de7ded5fb87c,0.4128205128205128,0.4128205128205128,0.05719275649950259,0.30833333333333335,0.525,13
coherence,bn_BD,9071b005524e4661f6718fe829648c22_with_bn_BD,9071b005524e4661f6718fe829648c22,0.4666666666666667,0.4666666666666667,0.10324593077803224,0.2,0.5833333333333334,13
coherence,bn_BD,941c034555e30f65555a5ce841836317_with_bn_BD,941c034555e30f65555a5ce841836317,0.5051282051282051,0.5051282051282051,0.14725648690116483,0.15,0.65,13
coherence,bn_BD,95641032115fac92e1ea4efa811faae8_with_bn_BD,95641032115fac92e1ea4efa811faae8,0.3557692307692308,0.3557692307692308,0.03287613809194226,0.2916666666666667,0.4,13
coherence,bn_BD,9721721aee5763207020928a6be3d9b1_with_bn_BD,9721721aee5763207020928a6be3d9b1,0.3538461538461538,0.3538461538461538,0.07051524859844346,0.225,0.48333333333333334,13
coherence,bn_BD,a87d8ce85c5e14f8054f86aaa36f49ad_with_bn_BD,a87d8ce85c5e14f8054f86aaa36f49ad,0.4108974358974359,0.4108974358974359,0.1770836475613099,0.13333333333333333,0.6083333333333333,13
coherence,bn_BD,a8de3aee209e73291020dfca4bc9547d_with_bn_BD,a8de3aee209e73291020dfca4bc9547d,0.40897435897435896,0.40897435897435896,0.12183310241188494,0.18333333333333332,0.5833333333333334,13
coherence,bn_BD,aec42313c4c01a4d1e2240d54ab41992_with_bn_BD,aec42313c4c01a4d1e2240d54ab41992,0.4955128205128205,0.4955128205128205,0.07197731321905272,0.35833333333333334,0.6,13
coherence,bn_BD,b15d69d9ac2994c645e9c261a9036af5_with_bn_BD,b15d69d9ac2994c645e9c261a9036af5,0.3814102564102564,0.3814102564102564,0.07676577577595586,0.25,0.525,13
coherence,bn_BD,b400d942abc879906d5d2e7cbf1445b5_with_bn_BD,b400d942abc879906d5d2e7cbf1445b5,0.34679487179487184,0.34679487179487184,0.08054634489046462,0.20833333333333334,0.5166666666666667,13
coherence,bn_BD,b9b10ffcbee1477b164fd32d4ef7fb40_with_bn_BD,b9b10ffcbee1477b164fd32d4ef7fb40,0.43846153846153846,0.43846153846153846,0.15029055430149532,0.15,0.6583333333333333,13
coherence,bn_BD,c145f96bc4b6c5d0d18e06e89cb629bd_with_bn_BD,c145f96bc4b6c5d0d18e06e89cb629bd,0.433974358974359,0.433974358974359,0.08189463211487533,0.225,0.5166666666666667,13
coherence,bn_BD,c78e58efb81dc261314dbe9683046b8a_with_bn_BD,c78e58efb81dc261314dbe9683046b8a,0.4608974358974359,0.4608974358974359,0.1049351991059054,0.25833333333333336,0.6,13
coherence,bn_BD,cb75a2b7d6041b0ce85ec4218fe2f5e0_with_bn_BD,cb75a2b7d6041b0ce85ec4218fe2f5e0,0.5044871794871795,0.5044871794871795,0.16978388307365028,0.23333333333333334,0.6916666666666667,13
coherence,bn_BD,d48c3ed115b970b0947d892881d35aa9_with_bn_BD,d48c3ed115b970b0947d892881d35aa9,0.40576923076923077,0.40576923076923077,0.038397382389415216,0.3416666666666667,0.4666666666666667,13
coherence,bn_BD,df85068ad8d348d04f95ee17882f0da4_with_bn_BD,df85068ad8d348d04f95ee17882f0da4,0.46602564102564104,0.46602564102564104,0.10565391278958526,0.3,0.6666666666666666,13
coherence,bn_BD,dff06d843446af8648fc9ff9afacb718_with_bn_BD,dff06d843446af8648fc9ff9afacb718,0.43846153846153846,0.43846153846153846,0.14543749697744915,0.20833333333333334,0.65,13
coherence,bn_BD,e164924261a2ff3dddb8d1e0b4e5fdb6_with_bn_BD,e164924261a2ff3dddb8d1e0b4e5fdb6,0.3480769230769231,0.3480769230769231,0.046789749163471964,0.2916666666666667,0.44166666666666665,13
coherence,bn_BD,e4c27cfc2c87eba9a17d237c0988dcbd_with_bn_BD,e4c27cfc2c87eba9a17d237c0988dcbd,0.5089743589743589,0.5089743589743589,0.07083019098107779,0.39166666666666666,0.6,13
coherence,bn_BD,e91353a8c4dde03994b2cbfb5521172e_with_bn_BD,e91353a8c4dde03994b2cbfb5521172e,0.4269230769230769,0.4269230769230769,0.15211296690570036,0.175,0.725,13
coherence,bn_BD,f188e8e224ad837ca63d8472c69cf931_with_bn_BD,f188e8e224ad837ca63d8472c69cf931,0.4391025641025641,0.4391025641025641,0.10657681846263863,0.26666666666666666,0.6,13
coherence,bn_BD,f41fcb5561abc3e4c98c32d80bd0ac2e_with_bn_BD,f41fcb5561abc3e4c98c32d80bd0ac2e,0.4480769230769231,0.4480769230769231,0.06492105659756,0.35,0.5333333333333333,13
coherence,bn_BD,fb2c387e7e5272a43305940219116463_with_bn_BD,fb2c387e7e5272a43305940219116463,0.4282051282051282,0.4282051282051282,0.12226349342040664,0.23333333333333334,0.625,13
coherence,bn_BD,fd3d2779b04a00f64e86ebda4403eb34_with_bn_BD,fd3d2779b04a00f64e86ebda4403eb34,0.3820512820512821,0.3820512820512821,0.10074066873007313,0.2833333333333333,0.6083333333333333,13
coherence,bn_BD,fdefc09bc79c168c6ee59c351ac5db78_with_bn_BD,fdefc09bc79c168c6ee59c351ac5db78,0.38461538461538464,0.38461538461538464,0.15641551063053807,0.125,0.7333333333333333,13
coherence,cs_CZ,0a3da1ceeb83f664b813bb28f001d766_with_cs_CZ,0a3da1ceeb83f664b813bb28f001d766,0.35,0.35,0.08700255424092124,0.25833333333333336,0.5083333333333333,13
coherence,cs_CZ,104373856e995a074579797ebe34fcb2_with_cs_CZ,104373856e995a074579797ebe34fcb2,0.3923076923076923,0.3923076923076923,0.09213651923443916,0.21666666666666667,0.5916666666666667,13
coherence,cs_CZ,12f396cdef01341d9b307c7048b8d77a_with_cs_CZ,12f396cdef01341d9b307c7048b8d77a,0.31153846153846154,0.31153846153846154,0.11574729326181193,0.13333333333333333,0.49166666666666664,13
coherence,cs_CZ,13ae1b97872d056d111cbf8dfd1617c2_with_cs_CZ,13ae1b97872d056d111cbf8dfd1617c2,0.5108974358974359,0.5108974358974359,0.13107393903014244,0.3,0.7083333333333334,13
coherence,cs_CZ,14e076d13751e87d8c09f7f13125e755_with_cs_CZ,14e076d13751e87d8c09f7f13125e755,0.32564102564102565,0.32564102564102565,0.1418079988823217,0.13333333333333333,0.5166666666666667,13
coherence,cs_CZ,169c53c4e9f905b5a1579bb2c89f80b4_with_cs_CZ,169c53c4e9f905b5a1579bb2c89f80b4,0.38269230769230766,0.38269230769230766,0.04657997136316996,0.325,0.48333333333333334,13
coherence,cs_CZ,170d490a7ae53347e8fe3eabe4e28001_with_cs_CZ,170d490a7ae53347e8fe3eabe4e28001,0.4262820512820513,0.4262820512820513,0.0821334557802395,0.25,0.5166666666666667,13
coherence,cs_CZ,177682e7e6b3b0b5e4ad47b2fcaa4451_with_cs_CZ,177682e7e6b3b0b5e4ad47b2fcaa4451,0.45705128205128204,0.45705128205128204,0.048929057895617675,0.36666666666666664,0.5,13
coherence,cs_CZ,22645d3694ea307a2d88a0b1669a4550_with_cs_CZ,22645d3694ea307a2d88a0b1669a4550,0.3923076923076923,0.3923076923076923,0.0700083938801285,0.24166666666666667,0.4583333333333333,13
coherence,cs_CZ,24223944994a18d516282ccef47ac54d_with_cs_CZ,24223944994a18d516282ccef47ac54d,0.41346153846153844,0.41346153846153844,0.08894562825864341,0.2916666666666667,0.525,13
coherence,cs_CZ,25206396b6f90a56a632de9594cfa279_with_cs_CZ,25206396b6f90a56a632de9594cfa279,0.3596153846153846,0.3596153846153846,0.040944598104757535,0.325,0.43333333333333335,13
coherence,cs_CZ,34ff7b0c7d176187b5f56965bc072870_with_cs_CZ,34ff7b0c7d176187b5f56965bc072870,0.28012820512820513,0.28012820512820513,0.04061712338719607,0.24166666666666667,0.375,13
coherence,cs_CZ,362fcdcfe450161abe0dfc24f108c8a9_with_cs_CZ,362fcdcfe450161abe0dfc24f108c8a9,0.5243589743589744,0.5243589743589744,0.0675686840594596,0.4083333333333333,0.5916666666666667,13
coherence,cs_CZ,38b0d67f9db7712c2c589f4ced8943f1_with_cs_CZ,38b0d67f9db7712c2c589f4ced8943f1,0.3858974358974359,0.3858974358974359,0.06991931654565015,0.25833333333333336,0.4666666666666667,13
coherence,cs_CZ,44ea53138d50a0f07b1fb8d5fa927a6d_with_cs_CZ,44ea53138d50a0f07b1fb8d5fa927a6d,0.4358974358974359,0.4358974358974359,0.09112114287070086,0.2833333333333333,0.5666666666666667,13
coherence,cs_CZ,453dbf627af720e73ca10e171bd55725_with_cs_CZ,453dbf627af720e73ca10e171bd55725,0.5891025641025641,0.5891025641025641,0.13550252045048108,0.36666666666666664,0.75,13
coherence,cs_CZ,619fdd90dcf02a109782351e726f434d_with_cs_CZ,619fdd90dcf02a109782351e726f434d,0.35064102564102567,0.35064102564102567,0.08782753106899462,0.225,0.48333333333333334,13
coherence,cs_CZ,63d411be4c5a409e108fbdce6e3f8689_with_cs_CZ,63d411be4c5a409e108fbdce6e3f8689,0.4108974358974359,0.4108974358974359,0.13929321489254137,0.25,0.6166666666666667,13
coherence,cs_CZ,6caeb46fd20a0b0f5a9f74da715d8b77_with_cs_CZ,6caeb46fd20a0b0f5a9f74da715d8b77,0.6596153846153846,0.6596153846153846,0.10741308684267116,0.4666666666666667,0.875,13
coherence,cs_CZ,729ece24c8d479efaf9f43a78bcdf42f_with_cs_CZ,729ece24c8d479efaf9f43a78bcdf42f,0.3814102564102564,0.3814102564102564,0.08396661085152679,0.24166666666666667,0.475,13
coherence,cs_CZ,7a80c8edbaf9cffb15d2a71bb2427672_with_cs_CZ,7a80c8edbaf9cffb15d2a71bb2427672,0.5173076923076922,0.5173076923076922,0.1280399577055177,0.2916666666666667,0.6833333333333333,13
coherence,cs_CZ,7ce9fab7d8a5d11cac47de7ded5fb87c_with_cs_CZ,7ce9fab7d8a5d11cac47de7ded5fb87c,0.2782051282051282,0.2782051282051282,0.0654877057251176,0.18333333333333332,0.375,13
coherence,cs_CZ,9071b005524e4661f6718fe829648c22_with_cs_CZ,9071b005524e4661f6718fe829648c22,0.4262820512820513,0.4262820512820513,0.08632452187485938,0.31666666666666665,0.6083333333333333,13
coherence,cs_CZ,941c034555e30f65555a5ce841836317_with_cs_CZ,941c034555e30f65555a5ce841836317,0.4641025641025641,0.4641025641025641,0.15269131197332989,0.24166666666666667,0.65,13
coherence,cs_CZ,95641032115fac92e1ea4efa811faae8_with_cs_CZ,95641032115fac92e1ea4efa811faae8,0.3153846153846154,0.3153846153846154,0.06363289478835064,0.21666666666666667,0.4083333333333333,13
coherence,cs_CZ,9721721aee5763207020928a6be3d9b1_with_cs_CZ,9721721aee5763207020928a6be3d9b1,0.43333333333333335,0.43333333333333335,0.09765775461803859,0.25,0.5916666666666667,13
coherence,cs_CZ,a87d8ce85c5e14f8054f86aaa36f49ad_with_cs_CZ,a87d8ce85c5e14f8054f86aaa36f49ad,0.5108974358974359,0.5108974358974359,0.1818241103993283,0.225,0.75,13
coherence,cs_CZ,a8de3aee209e73291020dfca4bc9547d_with_cs_CZ,a8de3aee209e73291020dfca4bc9547d,0.3493589743589744,0.3493589743589744,0.07663809389525185,0.19166666666666668,0.44166666666666665,13
coherence,cs_CZ,aec42313c4c01a4d1e2240d54ab41992_with_cs_CZ,aec42313c4c01a4d1e2240d54ab41992,0.42948717948717946,0.42948717948717946,0.08316757017819343,0.3,0.55,13
coherence,cs_CZ,b15d69d9ac2994c645e9c261a9036af5_with_cs_CZ,b15d69d9ac2994c645e9c261a9036af5,0.39807692307692305,0.39807692307692305,0.037600766798267085,0.325,0.43333333333333335,13
coherence,cs_CZ,b400d942abc879906d5d2e7cbf1445b5_with_cs_CZ,b400d942abc879906d5d2e7cbf1445b5,0.3820512820512821,0.3820512820512821,0.09669576632444268,0.25833333333333336,0.5333333333333333,13
coherence,cs_CZ,b9b10ffcbee1477b164fd32d4ef7fb40_with_cs_CZ,b9b10ffcbee1477b164fd32d4ef7fb40,0.3974358974358974,0.3974358974358974,0.10454844567413467,0.23333333333333334,0.5416666666666666,13
coherence,cs_CZ,c145f96bc4b6c5d0d18e06e89cb629bd_with_cs_CZ,c145f96bc4b6c5d0d18e06e89cb629bd,0.39487179487179486,0.39487179487179486,0.07308816827558577,0.2833333333333333,0.49166666666666664,13
coherence,cs_CZ,c78e58efb81dc261314dbe9683046b8a_with_cs_CZ,c78e58efb81dc261314dbe9683046b8a,0.42435897435897435,0.42435897435897435,0.07813372458406752,0.2833333333333333,0.525,13
coherence,cs_CZ,cb75a2b7d6041b0ce85ec4218fe2f5e0_with_cs_CZ,cb75a2b7d6041b0ce85ec4218fe2f5e0,0.41217948717948716,0.41217948717948716,0.13779914364249143,0.15833333333333333,0.5666666666666667,13
coherence,cs_CZ,d48c3ed115b970b0947d892881d35aa9_with_cs_CZ,d48c3ed115b970b0947d892881d35aa9,0.4884615384615385,0.4884615384615385,0.06432866109423262,0.38333333333333336,0.55,13
coherence,cs_CZ,df85068ad8d348d04f95ee17882f0da4_with_cs_CZ,df85068ad8d348d04f95ee17882f0da4,0.35256410256410253,0.35256410256410253,0.12010723484972861,0.15833333333333333,0.48333333333333334,13
coherence,cs_CZ,dff06d843446af8648fc9ff9afacb718_with_cs_CZ,dff06d843446af8648fc9ff9afacb718,0.3852564102564103,0.3852564102564103,0.05952686194859675,0.2916666666666667,0.4666666666666667,13
coherence,cs_CZ,e164924261a2ff3dddb8d1e0b4e5fdb6_with_cs_CZ,e164924261a2ff3dddb8d1e0b4e5fdb6,0.4544871794871795,0.4544871794871795,0.09119927462599521,0.3,0.525,13
