# SUMMARY (per locale x criterion)
locale,language,criterion,n_pairs,llm_mean,human_mean,bias_total,mae_total,llm_low,llm_mid,llm_high,hum_low,hum_mid,hum_high
ar_EG,Arabic,instruction_following,736,5.9878,5.8139,0.1739,0.9130,0.1495,0.0530,0.7976,0.1277,0.1386,0.7337
ar_EG,Arabic,naturalness,736,5.7704,3.1549,2.6155,2.8818,0.1454,0.0747,0.7799,0.5774,0.1943,0.2283
ar_EG,Arabic,coherence,736,6.0190,5.5910,0.4280,0.9796,0.1644,0.0435,0.7921,0.1454,0.2038,0.6508
bn_BD,Bengali,instruction_following,736,4.9579,4.1889,0.7690,1.9592,0.3261,0.0965,0.5774,0.2677,0.6114,0.1209
bn_BD,Bengali,naturalness,736,4.8410,3.6617,1.1793,1.8125,0.3478,0.1073,0.5448,0.4130,0.5054,0.0815
bn_BD,Bengali,coherence,736,4.9198,3.4185,1.5014,2.2160,0.3573,0.0720,0.5707,0.5082,0.4185,0.0734
cs_CZ,Czech,instruction_following,736,6.0149,5.8492,0.1658,1.1467,0.1182,0.0788,0.8030,0.0489,0.2541,0.6970
cs_CZ,Czech,naturalness,736,5.7554,5.3383,0.4171,1.1481,0.1698,0.0870,0.7432,0.1005,0.3859,0.5136
cs_CZ,Czech,coherence,736,6.0978,5.6848,0.4130,1.1359,0.1359,0.0774,0.7867,0.0707,0.3057,0.6236
de_DE,German,instruction_following,736,6.5177,6.3220,0.1957,0.7582,0.0530,0.0421,0.9049,0.0231,0.1685,0.8084
de_DE,German,naturalness,736,6.3043,6.0639,0.2405,0.9416,0.0652,0.0951,0.8397,0.0272,0.2582,0.7147
de_DE,German,coherence,736,6.5353,6.5774,-0.0421,0.6101,0.0543,0.0571,0.8886,0.0068,0.0815,0.9117
en_US,English,instruction_following,736,6.7391,6.4389,0.3003,0.6291,0.0217,0.0149,0.9633,0.0122,0.1101,0.8777
en_US,English,naturalness,736,6.9130,6.2310,0.6821,0.7799,0.0041,0.0014,0.9946,0.0068,0.2609,0.7323
en_US,English,coherence,736,6.8940,6.3560,0.5380,0.6712,0.0054,0.0163,0.9783,0.0109,0.1562,0.8329
hi_IN,Hindi,instruction_following,736,5.9334,5.8546,0.0788,1.0870,0.1467,0.0829,0.7704,0.0503,0.3668,0.5829
hi_IN,Hindi,naturalness,736,5.7310,5.6073,0.1236,1.0693,0.1644,0.1264,0.7092,0.0761,0.4212,0.5027
hi_IN,Hindi,coherence,736,5.8954,5.9538,-0.0584,1.1590,0.1726,0.0842,0.7432,0.0408,0.3478,0.6114
id_ID,Indonesian,instruction_following,736,6.4144,6.1671,0.2473,0.8397,0.0666,0.0652,0.8682,0.0856,0.1603,0.7541
id_ID,Indonesian,naturalness,736,6.2785,5.8981,0.3804,0.9891,0.0842,0.0815,0.8342,0.0571,0.3030,0.6399
id_ID,Indonesian,coherence,736,6.3764,5.9918,0.3845,0.9633,0.0897,0.0543,0.8560,0.0584,0.2663,0.6753
ja_JP,Japanese,instruction_following,736,6.3424,5.6019,0.7405,1.2188,0.0707,0.0870,0.8424,0.1114,0.3288,0.5598
ja_JP,Japanese,naturalness,736,6.0856,5.6155,0.4701,1.2310,0.1114,0.0761,0.8125,0.1576,0.2188,0.6236
ja_JP,Japanese,coherence,736,6.2473,5.7310,0.5163,1.1114,0.1182,0.0666,0.8152,0.1332,0.2296,0.6372
ru_RU,Russian,instruction_following,736,6.3410,6.4851,-0.1440,0.7609,0.0774,0.0557,0.8668,0.0408,0.1399,0.8193
ru_RU,Russian,naturalness,736,6.2065,5.8424,0.3641,0.8505,0.0870,0.0870,0.8261,0.0761,0.3111,0.6128
ru_RU,Russian,coherence,736,6.3601,6.4728,-0.1128,0.7541,0.0734,0.0897,0.8370,0.0272,0.1495,0.8234
zh_CN,Chinese,instruction_following,736,6.5326,5.9783,0.5543,1.0082,0.0652,0.0231,0.9117,0.0978,0.2636,0.6386
zh_CN,Chinese,naturalness,736,6.4552,6.0625,0.3927,0.9688,0.0489,0.0720,0.8791,0.0367,0.3315,0.6318
zh_CN,Chinese,coherence,736,6.5163,6.1250,0.3913,1.0027,0.0584,0.0707,0.8709,0.0734,0.2541,0.6726

# LEVEL DETAIL (per locale x criterion x llm_level)
locale,language,criterion,llm_level,count,human_mean,cond_bias,recommendation
bn_BD,Bengali,coherence,6,44,3.3864,2.6136,↓  snížit  (LLM o +2.61 nad lidmi)
bn_BD,Bengali,coherence,7,376,4.0106,2.9894,↓  snížit  (LLM o +2.99 nad lidmi)
cs_CZ,Czech,instruction_following,1,58,4.8103,-3.8103,↑  zvýšit  (LLM o -3.81 pod lidmi)
cs_CZ,Czech,instruction_following,2,0,,,—  (LLM toto skóre nepoužilo)
cs_CZ,Czech,instruction_following,3,29,4.6552,-1.6552,↑  zvýšit  (LLM o -1.66 pod lidmi)
cs_CZ,Czech,instruction_following,4,23,5.3043,-1.3043,↑  zvýšit  (LLM o -1.30 pod lidmi)
cs_CZ,Czech,instruction_following,5,35,5.3429,-0.3429,↑  zvýšit  (LLM o -0.34 pod lidmi)
cs_CZ,Czech,instruction_following,6,122,5.5656,0.4344,↓  snížit  (LLM o +0.43 nad lidmi)
cs_CZ,Czech,instruction_following,7,469,6.1898,0.8102,↓  snížit  (LLM o +0.81 nad lidmi)
cs_CZ,Czech,naturalness,1,22,3.0000,-2.0000,↑  zvýšit  (LLM o -2.00 pod lidmi)
cs_CZ,Czech,naturalness,2,1,5.0000,-3.0000,↑  zvýšit  (LLM o -3.00 pod lidmi)
cs_CZ,Czech,naturalness,3,102,4.0784,-1.0784,↑  zvýšit  (LLM o -1.08 pod lidmi)
cs_CZ,Czech,naturalness,4,34,4.7353,-0.7353,↑  zvýšit  (LLM o -0.74 pod lidmi)
cs_CZ,Czech,naturalness,5,30,4.6667,0.3333,↓  snížit  (LLM o +0.33 nad lidmi)
cs_CZ,Czech,naturalness,6,209,5.4928,0.5072,↓  snížit  (LLM o +0.51 nad lidmi)
cs_CZ,Czech,naturalness,7,338,5.8964,1.1036,↓  snížit  (LLM o +1.10 nad lidmi)
cs_CZ,Czech,coherence,1,32,3.8750,-2.8750,↑  zvýšit  (LLM o -2.88 pod lidmi)
cs_CZ,Czech,coherence,2,5,4.6000,-2.6000,↑  zvýšit  (LLM o -2.60 pod lidmi)
cs_CZ,Czech,coherence,3,63,4.4444,-1.4444,↑  zvýšit  (LLM o -1.44 pod lidmi)
cs_CZ,Czech,coherence,4,4,5.5000,-1.5000,↑  zvýšit  (LLM o -1.50 pod lidmi)
cs_CZ,Czech,coherence,5,53,5.0943,-0.0943,OK
cs_CZ,Czech,coherence,6,77,5.4935,0.5065,↓  snížit  (LLM o +0.51 nad lidmi)
cs_CZ,Czech,coherence,7,502,6.0598,0.9402,↓  snížit  (LLM o +0.94 nad lidmi)
de_DE,German,instruction_following,1,12,3.5833,-2.5833,↑  zvýšit  (LLM o -2.58 pod lidmi)
de_DE,German,instruction_following,2,0,,,—  (LLM toto skóre nepoužilo)
de_DE,German,instruction_following,3,27,5.4074,-2.4074,↑  zvýšit  (LLM o -2.41 pod lidmi)
de_DE,German,instruction_following,4,1,6.0000,-2.0000,↑  zvýšit  (LLM o -2.00 pod lidmi)
de_DE,German,instruction_following,5,30,6.1333,-1.1333,↑  zvýšit  (LLM o -1.13 pod lidmi)
de_DE,German,instruction_following,6,112,6.2589,-0.2589,OK
de_DE,German,instruction_following,7,554,6.4495,0.5505,↓  snížit  (LLM o +0.55 nad lidmi)
de_DE,German,naturalness,1,3,4.0000,-3.0000,↑  zvýšit  (LLM o -3.00 pod lidmi)
de_DE,German,naturalness,2,0,,,—  (LLM toto skóre nepoužilo)
de_DE,German,naturalness,3,45,4.8222,-1.8222,↑  zvýšit  (LLM o -1.82 pod lidmi)
de_DE,German,naturalness,4,39,5.6923,-1.6923,↑  zvýšit  (LLM o -1.69 pod lidmi)
de_DE,German,naturalness,5,31,5.4839,-0.4839,↑  zvýšit  (LLM o -0.48 pod lidmi)
de_DE,German,naturalness,6,135,5.9926,0.0074,OK
de_DE,German,naturalness,7,483,6.2795,0.7205,↓  snížit  (LLM o +0.72 nad lidmi)
de_DE,German,coherence,1,11,5.0000,-4.0000,↑  zvýšit  (LLM o -4.00 pod lidmi)
de_DE,German,coherence,2,1,6.0000,-4.0000,↑  zvýšit  (LLM o -4.00 pod lidmi)
de_DE,German,coherence,3,28,5.8571,-2.8571,↑  zvýšit  (LLM o -2.86 pod lidmi)
de_DE,German,coherence,4,1,6.0000,-2.0000,↑  zvýšit  (LLM o -2.00 pod lidmi)
de_DE,German,coherence,5,41,6.2683,-1.2683,↑  zvýšit  (LLM o -1.27 pod lidmi)
de_DE,German,coherence,6,74,6.6486,-0.6486,↑  zvýšit  (LLM o -0.65 pod lidmi)
de_DE,German,coherence,7,580,6.6569,0.3431,↓  snížit  (LLM o +0.34 nad lidmi)
en_US,English,instruction_following,1,4,5.5000,-4.5000,↑  zvýšit  (LLM o -4.50 pod lidmi)
en_US,English,instruction_following,2,0,,,—  (LLM toto skóre nepoužilo)
en_US,English,instruction_following,3,12,5.5833,-2.5833,↑  zvýšit  (LLM o -2.58 pod lidmi)
en_US,English,instruction_following,4,0,,,—  (LLM toto skóre nepoužilo)
en_US,English,instruction_following,5,11,6.0909,-1.0909,↑  zvýšit  (LLM o -1.09 pod lidmi)
en_US,English,instruction_following,6,98,6.1633,-0.1633,OK
en_US,English,instruction_following,7,611,6.5123,0.4877,↓  snížit  (LLM o +0.49 nad lidmi)
en_US,English,naturalness,1,1,7.0000,-6.0000,↑  zvýšit  (LLM o -6.00 pod lidmi)
en_US,English,naturalness,2,0,,,—  (LLM toto skóre nepoužilo)
en_US,English,naturalness,3,2,5.0000,-2.0000,↑  zvýšit  (LLM o -2.00 pod lidmi)
en_US,English,naturalness,4,1,5.0000,-1.0000,↑  zvýšit  (LLM o -1.00 pod lidmi)
en_US,English,naturalness,5,0,,,—  (LLM toto skóre nepoužilo)
en_US,English,naturalness,6,47,6.0851,-0.0851,OK
en_US,English,naturalness,7,685,6.2453,0.7547,↓  snížit  (LLM o +0.75 nad lidmi)
en_US,English,coherence,1,0,,,—  (LLM toto skóre nepoužilo)
en_US,English,coherence,2,0,,,—  (LLM toto skóre nepoužilo)
en_US,English,coherence,3,4,5.5000,-2.5000,↑  zvýšit  (LLM o -2.50 pod lidmi)
en_US,English,coherence,4,0,,,—  (LLM toto skóre nepoužilo)
en_US,English,coherence,5,12,6.0833,-1.0833,↑  zvýšit  (LLM o -1.08 pod lidmi)
en_US,English,coherence,6,38,6.4474,-0.4474,↑  zvýšit  (LLM o -0.45 pod lidmi)
en_US,English,coherence,7,682,6.3607,0.6393,↓  snížit  (LLM o +0.64 nad lidmi)
hi_IN,Hindi,instruction_following,1,53,4.0755,-3.0755,↑  zvýšit  (LLM o -3.08 pod lidmi)
hi_IN,Hindi,instruction_following,2,0,,,—  (LLM toto skóre nepoužilo)
hi_IN,Hindi,instruction_following,3,55,4.7091,-1.7091,↑  zvýšit  (LLM o -1.71 pod lidmi)
hi_IN,Hindi,instruction_following,4,13,5.6923,-1.6923,↑  zvýšit  (LLM o -1.69 pod lidmi)
hi_IN,Hindi,instruction_following,5,48,5.2917,-0.2917,OK
hi_IN,Hindi,instruction_following,6,112,6.0982,-0.0982,OK
hi_IN,Hindi,instruction_following,7,455,6.2044,0.7956,↓  snížit  (LLM o +0.80 nad lidmi)
hi_IN,Hindi,naturalness,1,23,2.6087,-1.6087,↑  zvýšit  (LLM o -1.61 pod lidmi)
hi_IN,Hindi,naturalness,2,1,7.0000,-5.0000,↑  zvýšit  (LLM o -5.00 pod lidmi)
hi_IN,Hindi,naturalness,3,97,4.3299,-1.3299,↑  zvýšit  (LLM o -1.33 pod lidmi)
hi_IN,Hindi,naturalness,4,40,5.3000,-1.3000,↑  zvýšit  (LLM o -1.30 pod lidmi)
hi_IN,Hindi,naturalness,5,53,5.6038,-0.6038,↑  zvýšit  (LLM o -0.60 pod lidmi)
hi_IN,Hindi,naturalness,6,177,5.7797,0.2203,OK
hi_IN,Hindi,naturalness,7,345,6.1101,0.8899,↓  snížit  (LLM o +0.89 nad lidmi)
hi_IN,Hindi,coherence,1,43,4.2093,-3.2093,↑  zvýšit  (LLM o -3.21 pod lidmi)
hi_IN,Hindi,coherence,2,18,4.5556,-2.5556,↑  zvýšit  (LLM o -2.56 pod lidmi)
hi_IN,Hindi,coherence,3,66,5.3788,-2.3788,↑  zvýšit  (LLM o -2.38 pod lidmi)
hi_IN,Hindi,coherence,4,5,6.0000,-2.0000,↑  zvýšit  (LLM o -2.00 pod lidmi)
hi_IN,Hindi,coherence,5,57,5.6842,-0.6842,↑  zvýšit  (LLM o -0.68 pod lidmi)
hi_IN,Hindi,coherence,6,72,6.2500,-0.2500,OK
hi_IN,Hindi,coherence,7,475,6.2316,0.7684,↓  snížit  (LLM o +0.77 nad lidmi)
id_ID,Indonesian,instruction_following,1,14,3.7143,-2.7143,↑  zvýšit  (LLM o -2.71 pod lidmi)
id_ID,Indonesian,instruction_following,2,0,,,—  (LLM toto skóre nepoužilo)
id_ID,Indonesian,instruction_following,3,35,4.6857,-1.6857,↑  zvýšit  (LLM o -1.69 pod lidmi)
id_ID,Indonesian,instruction_following,4,14,5.2857,-1.2857,↑  zvýšit  (LLM o -1.29 pod lidmi)
id_ID,Indonesian,instruction_following,5,34,5.5294,-0.5294,↑  zvýšit  (LLM o -0.53 pod lidmi)
id_ID,Indonesian,instruction_following,6,97,5.7113,0.2887,OK
id_ID,Indonesian,instruction_following,7,542,6.4705,0.5295,↓  snížit  (LLM o +0.53 nad lidmi)
id_ID,Indonesian,naturalness,1,8,3.2500,-2.2500,↑  zvýšit  (LLM o -2.25 pod lidmi)
id_ID,Indonesian,naturalness,2,0,,,—  (LLM toto skóre nepoužilo)
id_ID,Indonesian,naturalness,3,54,4.6296,-1.6296,↑  zvýšit  (LLM o -1.63 pod lidmi)
id_ID,Indonesian,naturalness,4,34,5.0882,-1.0882,↑  zvýšit  (LLM o -1.09 pod lidmi)
id_ID,Indonesian,naturalness,5,26,5.5000,-0.5000,↑  zvýšit  (LLM o -0.50 pod lidmi)
id_ID,Indonesian,naturalness,6,113,5.7611,0.2389,OK
id_ID,Indonesian,naturalness,7,501,6.1836,0.8164,↓  snížit  (LLM o +0.82 nad lidmi)
id_ID,Indonesian,coherence,1,16,4.3125,-3.3125,↑  zvýšit  (LLM o -3.31 pod lidmi)
id_ID,Indonesian,coherence,2,1,6.0000,-4.0000,↑  zvýšit  (LLM o -4.00 pod lidmi)
id_ID,Indonesian,coherence,3,49,4.7755,-1.7755,↑  zvýšit  (LLM o -1.78 pod lidmi)
id_ID,Indonesian,coherence,4,8,5.5000,-1.5000,↑  zvýšit  (LLM o -1.50 pod lidmi)
id_ID,Indonesian,coherence,5,32,5.4062,-0.4062,↑  zvýšit  (LLM o -0.41 pod lidmi)
id_ID,Indonesian,coherence,6,74,5.3784,0.6216,↓  snížit  (LLM o +0.62 nad lidmi)
id_ID,Indonesian,coherence,7,556,6.2698,0.7302,↓  snížit  (LLM o +0.73 nad lidmi)
ja_JP,Japanese,instruction_following,1,22,3.3636,-2.3636,↑  zvýšit  (LLM o -2.36 pod lidmi)
ja_JP,Japanese,instruction_following,2,0,,,—  (LLM toto skóre nepoužilo)
ja_JP,Japanese,instruction_following,3,30,4.3667,-1.3667,↑  zvýšit  (LLM o -1.37 pod lidmi)
ja_JP,Japanese,instruction_following,4,8,4.8750,-0.8750,↑  zvýšit  (LLM o -0.88 pod lidmi)
ja_JP,Japanese,instruction_following,5,56,5.0893,-0.0893,OK
ja_JP,Japanese,instruction_following,6,96,5.1562,0.8438,↓  snížit  (LLM o +0.84 nad lidmi)
ja_JP,Japanese,instruction_following,7,524,5.9141,1.0859,↓  snížit  (LLM o +1.09 nad lidmi)
ja_JP,Japanese,naturalness,1,17,3.5294,-2.5294,↑  zvýšit  (LLM o -2.53 pod lidmi)
ja_JP,Japanese,naturalness,2,1,4.0000,-2.0000,↑  zvýšit  (LLM o -2.00 pod lidmi)
ja_JP,Japanese,naturalness,3,64,3.9844,-0.9844,↑  zvýšit  (LLM o -0.98 pod lidmi)
ja_JP,Japanese,naturalness,4,35,4.5429,-0.5429,↑  zvýšit  (LLM o -0.54 pod lidmi)
ja_JP,Japanese,naturalness,5,21,5.1905,-0.1905,OK
ja_JP,Japanese,naturalness,6,163,5.5706,0.4294,↓  snížit  (LLM o +0.43 nad lidmi)
ja_JP,Japanese,naturalness,7,435,6.0644,0.9356,↓  snížit  (LLM o +0.94 nad lidmi)
ja_JP,Japanese,coherence,1,19,3.5789,-2.5789,↑  zvýšit  (LLM o -2.58 pod lidmi)
ja_JP,Japanese,coherence,2,5,2.8000,-0.8000,↑  zvýšit  (LLM o -0.80 pod lidmi)
ja_JP,Japanese,coherence,3,63,3.9841,-0.9841,↑  zvýšit  (LLM o -0.98 pod lidmi)
ja_JP,Japanese,coherence,4,1,7.0000,-3.0000,↑  zvýšit  (LLM o -3.00 pod lidmi)
ja_JP,Japanese,coherence,5,48,5.2708,-0.2708,OK
ja_JP,Japanese,coherence,6,64,5.3281,0.6719,↓  snížit  (LLM o +0.67 nad lidmi)
ja_JP,Japanese,coherence,7,536,6.1269,0.8731,↓  snížit  (LLM o +0.87 nad lidmi)
ru_RU,Russian,instruction_following,1,37,5.8919,-4.8919,↑  zvýšit  (LLM o -4.89 pod lidmi)
ru_RU,Russian,instruction_following,2,0,,,—  (LLM toto skóre nepoužilo)
ru_RU,Russian,instruction_following,3,20,4.3500,-1.3500,↑  zvýšit  (LLM o -1.35 pod lidmi)
ru_RU,Russian,instruction_following,4,15,6.4667,-2.4667,↑  zvýšit  (LLM o -2.47 pod lidmi)
ru_RU,Russian,instruction_following,5,26,5.9615,-0.9615,↑  zvýšit  (LLM o -0.96 pod lidmi)
ru_RU,Russian,instruction_following,6,86,6.0349,-0.0349,OK
ru_RU,Russian,instruction_following,7,552,6.6975,0.3025,↓  snížit  (LLM o +0.30 nad lidmi)
ru_RU,Russian,naturalness,1,18,2.5000,-1.5000,↑  zvýšit  (LLM o -1.50 pod lidmi)
ru_RU,Russian,naturalness,2,6,3.6667,-1.6667,↑  zvýšit  (LLM o -1.67 pod lidmi)
ru_RU,Russian,naturalness,3,40,4.0000,-1.0000,↑  zvýšit  (LLM o -1.00 pod lidmi)
ru_RU,Russian,naturalness,4,16,4.5000,-0.5000,↑  zvýšit  (LLM o -0.50 pod lidmi)
ru_RU,Russian,naturalness,5,48,5.2083,-0.2083,OK
ru_RU,Russian,naturalness,6,142,5.7042,0.2958,OK
ru_RU,Russian,naturalness,7,466,6.3112,0.6888,↓  snížit  (LLM o +0.69 nad lidmi)
ru_RU,Russian,coherence,1,20,6.1000,-5.1000,↑  zvýšit  (LLM o -5.10 pod lidmi)
ru_RU,Russian,coherence,2,6,3.5000,-1.5000,↑  zvýšit  (LLM o -1.50 pod lidmi)
ru_RU,Russian,coherence,3,28,5.3571,-2.3571,↑  zvýšit  (LLM o -2.36 pod lidmi)
ru_RU,Russian,coherence,4,10,6.5000,-2.5000,↑  zvýšit  (LLM o -2.50 pod lidmi)
